Time,sensor_mo.mean,Date,StudentID,TimePeriod,date-year,date-month,date-day,Season,Semester,Weekday
12:25:00,0,12/02/2024,S2,2,2024,2,12,0,1,0
12:30:00,1,12/02/2024,S2,2,2024,2,12,0,1,0
12:35:00,1,12/02/2024,S2,2,2024,2,12,0,1,0
12:40:00,1,12/02/2024,S2,2,2024,2,12,0,1,0
12:45:00,1,12/02/2024,S2,2,2024,2,12,0,1,0
12:50:00,1,12/02/2024,S2,2,2024,2,12,0,1,0
12:55:00,1,12/02/2024,S2,2,2024,2,12,0,1,0
13:00:00,1,12/02/2024,S2,2,2024,2,12,0,1,0
11:00:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:05:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:10:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:15:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:20:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:25:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:30:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:35:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:40:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:45:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:50:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:55:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:00:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:05:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:10:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:15:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:20:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:25:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:30:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:35:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:40:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:45:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:50:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
12:55:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
13:00:00,1,12/02/2024,S3,2,2024,2,12,0,1,0
11:00:00,0,12/02/2024,S4,2,2024,2,12,0,1,0
11:05:00,0,12/02/2024,S4,2,2024,2,12,0,1,0
11:10:00,0,12/02/2024,S4,2,2024,2,12,0,1,0
11:15:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:20:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:25:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:30:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:35:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:40:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:45:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:50:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:55:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
12:00:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
12:05:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
12:10:00,0,12/02/2024,S4,2,2024,2,12,0,1,0
12:15:00,0,12/02/2024,S4,2,2024,2,12,0,1,0
12:20:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
12:25:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
12:30:00,0,12/02/2024,S4,2,2024,2,12,0,1,0
12:35:00,0,12/02/2024,S4,2,2024,2,12,0,1,0
12:40:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
12:45:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
12:50:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
12:55:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
13:00:00,1,12/02/2024,S4,2,2024,2,12,0,1,0
11:00:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:05:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:10:00,0,12/02/2024,S5,2,2024,2,12,0,1,0
11:15:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:20:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:25:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:30:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:35:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:40:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:45:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:50:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:55:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:00:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:05:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:10:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:15:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:20:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:25:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:30:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:35:00,0,12/02/2024,S5,2,2024,2,12,0,1,0
12:40:00,0,12/02/2024,S5,2,2024,2,12,0,1,0
12:45:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:50:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
12:55:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
13:00:00,1,12/02/2024,S5,2,2024,2,12,0,1,0
11:00:00,0,12/02/2024,S6,2,2024,2,12,0,1,0
11:05:00,0,12/02/2024,S6,2,2024,2,12,0,1,0
11:10:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:15:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:20:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:25:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:30:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:35:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:40:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:45:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:50:00,0,12/02/2024,S6,2,2024,2,12,0,1,0
11:55:00,0,12/02/2024,S6,2,2024,2,12,0,1,0
12:00:00,0,12/02/2024,S6,2,2024,2,12,0,1,0
12:05:00,0,12/02/2024,S6,2,2024,2,12,0,1,0
12:10:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
12:15:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
12:20:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
12:25:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
12:30:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
12:35:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
12:40:00,0,12/02/2024,S6,2,2024,2,12,0,1,0
12:45:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
12:50:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
12:55:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
13:00:00,1,12/02/2024,S6,2,2024,2,12,0,1,0
11:00:00,0,11/04/2024,S1,2,2024,4,11,1,1,3
11:05:00,0,11/04/2024,S1,2,2024,4,11,1,1,3
11:10:00,0,11/04/2024,S1,2,2024,4,11,1,1,3
11:15:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
11:20:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
11:25:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
11:30:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
11:35:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
11:40:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
11:45:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
11:50:00,0,11/04/2024,S1,2,2024,4,11,1,1,3
11:55:00,0,11/04/2024,S1,2,2024,4,11,1,1,3
12:00:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:05:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:10:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:15:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:20:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:25:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:30:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:35:00,0,11/04/2024,S1,2,2024,4,11,1,1,3
12:40:00,0,11/04/2024,S1,2,2024,4,11,1,1,3
12:45:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:50:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
12:55:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
13:00:00,1,11/04/2024,S1,2,2024,4,11,1,1,3
11:00:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:05:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:10:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:15:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:20:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:25:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:30:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:35:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:40:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:45:00,0,11/04/2024,S2,2,2024,4,11,1,1,3
11:50:00,0,11/04/2024,S2,2,2024,4,11,1,1,3
11:55:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:00:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:05:00,0,11/04/2024,S2,2,2024,4,11,1,1,3
12:10:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:15:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:20:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:25:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:30:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:35:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:40:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:45:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:50:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
12:55:00,0,11/04/2024,S2,2,2024,4,11,1,1,3
13:00:00,1,11/04/2024,S2,2,2024,4,11,1,1,3
11:00:00,0,11/04/2024,S3,2,2024,4,11,1,1,3
11:05:00,0,11/04/2024,S3,2,2024,4,11,1,1,3
11:10:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:15:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:20:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:25:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:30:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:35:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:40:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:45:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:50:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:55:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:00:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:05:00,0,11/04/2024,S3,2,2024,4,11,1,1,3
12:10:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:15:00,0,11/04/2024,S3,2,2024,4,11,1,1,3
12:20:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:25:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:30:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:35:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:40:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:45:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:50:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
12:55:00,0,11/04/2024,S3,2,2024,4,11,1,1,3
13:00:00,1,11/04/2024,S3,2,2024,4,11,1,1,3
11:00:00,0,11/04/2024,S4,2,2024,4,11,1,1,3
11:05:00,0,11/04/2024,S4,2,2024,4,11,1,1,3
11:10:00,0,11/04/2024,S4,2,2024,4,11,1,1,3
11:15:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:20:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:25:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:30:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:35:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:40:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:45:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:50:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:55:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:00:00,0,11/04/2024,S4,2,2024,4,11,1,1,3
12:05:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:10:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:15:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:20:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:25:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:30:00,0,11/04/2024,S4,2,2024,4,11,1,1,3
12:35:00,0,11/04/2024,S4,2,2024,4,11,1,1,3
12:40:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:45:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:50:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
12:55:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
13:00:00,1,11/04/2024,S4,2,2024,4,11,1,1,3
11:00:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:05:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:10:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:15:00,0,11/04/2024,S5,2,2024,4,11,1,1,3
11:20:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:25:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:30:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:35:00,0,11/04/2024,S5,2,2024,4,11,1,1,3
11:40:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:45:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:50:00,0,11/04/2024,S5,2,2024,4,11,1,1,3
11:55:00,0,11/04/2024,S5,2,2024,4,11,1,1,3
12:00:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:05:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:10:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:15:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:20:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:25:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:30:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:35:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:40:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:45:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:50:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
12:55:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
13:00:00,1,11/04/2024,S5,2,2024,4,11,1,1,3
11:00:00,0,11/04/2024,S6,2,2024,4,11,1,1,3
11:05:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:10:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:15:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:20:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:25:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:30:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:35:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:40:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:45:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:50:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:55:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:00:00,0,11/04/2024,S6,2,2024,4,11,1,1,3
12:05:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:10:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:15:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:20:00,0,11/04/2024,S6,2,2024,4,11,1,1,3
12:25:00,0,11/04/2024,S6,2,2024,4,11,1,1,3
12:30:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:35:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:40:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:45:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:50:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
12:55:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
13:00:00,1,11/04/2024,S6,2,2024,4,11,1,1,3
11:00:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:05:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:10:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:15:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:20:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:25:00,0,10/07/2024,S1,2,2024,7,10,2,2,2
11:30:00,0,10/07/2024,S1,2,2024,7,10,2,2,2
11:35:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:40:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:45:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:50:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:55:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:00:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:05:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:10:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:15:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:20:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:25:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:30:00,0,10/07/2024,S1,2,2024,7,10,2,2,2
12:35:00,0,10/07/2024,S1,2,2024,7,10,2,2,2
12:40:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:45:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:50:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
12:55:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
13:00:00,1,10/07/2024,S1,2,2024,7,10,2,2,2
11:00:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:05:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:10:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:15:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:20:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:25:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:30:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:35:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:40:00,0,10/07/2024,S2,2,2024,7,10,2,2,2
11:45:00,0,10/07/2024,S2,2,2024,7,10,2,2,2
11:50:00,0,10/07/2024,S2,2,2024,7,10,2,2,2
11:55:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:00:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:05:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:10:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:15:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:20:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:25:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:30:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:35:00,0,10/07/2024,S2,2,2024,7,10,2,2,2
12:40:00,0,10/07/2024,S2,2,2024,7,10,2,2,2
12:45:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:50:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
12:55:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
13:00:00,1,10/07/2024,S2,2,2024,7,10,2,2,2
11:00:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:05:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:10:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:15:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:20:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:25:00,0,10/07/2024,S3,2,2024,7,10,2,2,2
11:30:00,0,10/07/2024,S3,2,2024,7,10,2,2,2
11:35:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:40:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:45:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:50:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:55:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:00:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:05:00,0,10/07/2024,S3,2,2024,7,10,2,2,2
12:10:00,0,10/07/2024,S3,2,2024,7,10,2,2,2
12:15:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:20:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:25:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:30:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:35:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:40:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:45:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:50:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
12:55:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
13:00:00,1,10/07/2024,S3,2,2024,7,10,2,2,2
11:00:00,0,10/07/2024,S4,2,2024,7,10,2,2,2
11:05:00,0,10/07/2024,S4,2,2024,7,10,2,2,2
11:10:00,0,10/07/2024,S4,2,2024,7,10,2,2,2
11:15:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:20:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:25:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:30:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:35:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:40:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:45:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:50:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:55:00,0,10/07/2024,S4,2,2024,7,10,2,2,2
12:00:00,0,10/07/2024,S4,2,2024,7,10,2,2,2
12:05:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:10:00,0,10/07/2024,S4,2,2024,7,10,2,2,2
12:15:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:20:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:25:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:30:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:35:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:40:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:45:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:50:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
12:55:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
13:00:00,1,10/07/2024,S4,2,2024,7,10,2,2,2
11:00:00,0,10/07/2024,S5,2,2024,7,10,2,2,2
11:05:00,0,10/07/2024,S5,2,2024,7,10,2,2,2
11:10:00,0,10/07/2024,S5,2,2024,7,10,2,2,2
11:15:00,0,10/07/2024,S5,2,2024,7,10,2,2,2
11:20:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
11:25:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
11:30:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
11:35:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
11:40:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
11:45:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
11:50:00,0,10/07/2024,S5,2,2024,7,10,2,2,2
11:55:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
12:00:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
12:05:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
12:10:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
12:15:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
12:20:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
12:25:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
12:30:00,1,10/07/2024,S5,2,2024,7,10,2,2,2
12:35:00,0,10/07/2024,S5,2,2024,7,10,2,2,2
12:40:00,0,10/07/2024,S5,2,2024,7,10,2,2,2
