Time,sensor_mo.mean
14/10/2024 14:00,0
14/10/2024 14:05,0
14/10/2024 14:10,1
14/10/2024 14:15,1
14/10/2024 14:20,1
14/10/2024 14:25,1
14/10/2024 14:30,1
14/10/2024 14:35,1
14/10/2024 14:40,1
14/10/2024 14:45,1
14/10/2024 14:50,1
14/10/2024 14:55,1
14/10/2024 15:00,0
14/10/2024 15:05,0
14/10/2024 15:10,1
14/10/2024 15:15,1
14/10/2024 15:20,1
14/10/2024 15:25,1
14/10/2024 15:30,1
14/10/2024 15:35,0
14/10/2024 15:40,1
14/10/2024 15:45,1
14/10/2024 15:50,1
14/10/2024 15:55,1
14/10/2024 16:00,1
