room,day,period,startTime,endTime,status,attendance,semester
Harvard306(400),3,5,13:00,14:00,1,1,1
Harvard306(400),3,6,14:00,15:00,1,1,1
Harvard306(400),3,7,15:00,16:00,1,1,1
Harvard306(400),3,8,16:00,17:00,1,1,1
Harvard306(400),3,9,17:00,18:00,0,0,1
Harvard306(400),3,10,18:00,19:00,0,0,1
Harvard306(400),3,11,18:30,21:30,1,1,1
Harvard306(400),4,1,9:00,10:00,1,1,1
Harvard306(400),4,2,10:00,11:00,1,1,1
Harvard306(400),4,3,11:00,12:00,1,0,1
Harvard306(400),4,4,12:00,13:00,1,1,1
Harvard306(400),4,5,13:00,14:00,0,0,1
Harvard306(400),4,6,14:00,15:00,1,1,1
Harvard306(400),4,7,15:00,16:00,1,1,1
Harvard306(400),4,8,16:00,17:00,1,1,1
Harvard306(400),4,9,17:00,18:00,1,1,1
Harvard306(400),4,10,18:00,19:00,1,1,1
Harvard306(400),4,11,18:30,21:30,1,1,1
Harvard306(400),5,1,9:00,10:00,1,1,1
Harvard306(400),5,2,10:00,11:00,1,1,1
Harvard306(400),5,3,11:00,12:00,1,1,1
Harvard306(400),5,4,12:00,13:00,1,0,1
Harvard306(400),5,5,13:00,14:00,1,0,1
Harvard306(400),5,6,14:00,15:00,1,1,1
Harvard306(400),5,7,15:00,16:00,0,0,1
Harvard306(400),5,8,16:00,17:00,0,0,1
Harvard306(400),5,9,17:00,18:00,1,1,1
Harvard306(400),5,10,18:00,19:00,1,0,1
Harvard306(400),5,11,18:30,21:30,1,1,1
Harvard306(400),6,1,9:00,10:00,1,1,1
Harvard306(400),6,2,10:00,11:00,0,0,1
Harvard306(400),6,3,11:00,12:00,0,0,1
Harvard306(400),6,4,12:00,13:00,0,0,1
Harvard306(400),6,5,13:00,14:00,0,0,1
Harvard306(400),6,6,14:00,15:00,0,0,1
Harvard306(400),6,7,15:00,16:00,0,0,1
Harvard306(400),6,8,16:00,17:00,0,0,1
Harvard306(400),6,9,17:00,18:00,0,0,1
Harvard306(400),6,10,18:00,19:00,0,0,1
Harvard306(400),6,11,18:30,21:30,0,0,1
IB101(20),1,1,9:00,10:00,1,1,1
IB101(20),1,2,10:00,11:00,1,1,1
IB101(20),1,3,11:00,12:00,1,1,1
IB101(20),1,4,12:00,13:00,1,1,1
IB101(20),1,5,13:00,14:00,1,1,1
IB101(20),1,6,14:00,15:00,1,1,1
IB101(20),1,7,15:00,16:00,0,0,1
IB101(20),1,8,16:00,17:00,0,0,1
IB101(20),1,9,17:00,18:00,0,0,1
IB101(20),1,10,18:00,19:00,0,0,1
IB101(20),1,11,18:30,21:30,0,0,1
IB101(20),2,1,9:00,10:00,1,0,1
IB101(20),2,2,10:00,11:00,1,0,1
IB101(20),2,3,11:00,12:00,1,0,1
IB101(20),2,4,12:00,13:00,1,1,1
IB101(20),2,5,13:00,14:00,0,0,1
IB101(20),2,6,14:00,15:00,0,0,1
IB101(20),2,7,15:00,16:00,0,0,1
IB101(20),2,8,16:00,17:00,0,0,1
IB101(20),2,9,17:00,18:00,0,0,1
IB101(20),2,10,18:00,19:00,0,0,1
IB101(20),2,11,18:30,21:30,0,0,1
IB101(20),3,1,9:00,10:00,1,1,1
IB101(20),3,2,10:00,11:00,1,1,1
IB101(20),3,3,11:00,12:00,1,0,1
IB101(20),3,4,12:00,13:00,1,1,1
IB101(20),3,5,13:00,14:00,1,1,1
IB101(20),3,6,14:00,15:00,1,1,1
IB101(20),3,7,15:00,16:00,0,0,1
IB101(20),3,8,16:00,17:00,0,0,1
IB101(20),3,9,17:00,18:00,1,0,1
IB101(20),3,10,18:00,19:00,1,1,1
IB101(20),3,11,18:30,21:30,1,0,1
IB101(20),4,1,9:00,10:00,1,1,1
IB101(20),4,2,10:00,11:00,1,1,1
IB101(20),4,3,11:00,12:00,1,1,1
IB101(20),4,4,12:00,13:00,1,0,1
IB101(20),4,5,13:00,14:00,0,0,1
IB101(20),4,6,14:00,15:00,0,0,1
IB101(20),4,7,15:00,16:00,0,0,1
IB101(20),4,8,16:00,17:00,0,0,1
IB101(20),4,9,17:00,18:00,0,0,1
IB101(20),4,10,18:00,19:00,0,0,1
IB101(20),4,11,18:30,21:30,1,1,1
IB101(20),5,1,9:00,10:00,0,0,1
IB101(20),5,2,10:00,11:00,1,1,1
IB101(20),5,3,11:00,12:00,1,1,1
IB101(20),5,4,12:00,13:00,1,1,1
IB101(20),5,5,13:00,14:00,1,0,1
IB101(20),5,6,14:00,15:00,0,0,1
IB101(20),5,7,15:00,16:00,1,1,1
IB101(20),5,8,16:00,17:00,1,1,1
IB101(20),5,9,17:00,18:00,0,0,1
IB101(20),5,10,18:00,19:00,0,0,1
IB101(20),5,11,18:30,21:30,1,1,1
IB101(20),6,1,9:00,10:00,1,1,1
IB101(20),6,2,10:00,11:00,0,0,1
IB101(20),6,3,11:00,12:00,0,0,1
IB101(20),6,4,12:00,13:00,0,0,1
IB101(20),6,5,13:00,14:00,0,0,1
IB101(20),6,6,14:00,15:00,0,0,1
IB101(20),6,7,15:00,16:00,0,0,1
IB101(20),6,8,16:00,17:00,0,0,1
IB101(20),6,9,17:00,18:00,0,0,1
IB101(20),6,10,18:00,19:00,0,0,1
IB101(20),6,11,18:30,21:30,0,0,1
IB202 (21) CL,1,1,9:00,10:00,1,1,1
IB202 (21) CL,1,2,10:00,11:00,1,0,1
IB202 (21) CL,1,3,11:00,12:00,1,1,1
IB202 (21) CL,1,4,12:00,13:00,1,1,1
IB202 (21) CL,1,5,13:00,14:00,1,1,1
IB202 (21) CL,1,6,14:00,15:00,1,1,1
IB202 (21) CL,1,7,15:00,16:00,0,0,1
IB202 (21) CL,1,8,16:00,17:00,0,0,1
IB202 (21) CL,1,9,17:00,18:00,0,0,1
IB202 (21) CL,1,10,18:00,19:00,0,0,1
IB202 (21) CL,1,11,18:30,21:30,1,1,1
IB202 (21) CL,2,1,9:00,10:00,1,1,1
IB202 (21) CL,2,2,10:00,11:00,1,1,1
IB202 (21) CL,2,3,11:00,12:00,1,1,1
IB202 (21) CL,2,4,12:00,13:00,1,1,1
IB202 (21) CL,2,5,13:00,14:00,0,0,1
IB202 (21) CL,2,6,14:00,15:00,1,1,1
IB202 (21) CL,2,7,15:00,16:00,1,1,1
IB202 (21) CL,2,8,16:00,17:00,0,0,1
IB202 (21) CL,2,9,17:00,18:00,0,0,1
IB202 (21) CL,2,10,18:00,19:00,1,1,1
IB202 (21) CL,2,11,18:30,21:30,1,1,1
IB202 (21) CL,3,1,9:00,10:00,1,1,1
IB202 (21) CL,3,2,10:00,11:00,1,0,1
IB202 (21) CL,3,3,11:00,12:00,1,0,1
IB202 (21) CL,3,4,12:00,13:00,1,1,1
IB202 (21) CL,3,5,13:00,14:00,0,0,1
IB202 (21) CL,3,6,14:00,15:00,0,0,1
IB202 (21) CL,3,7,15:00,16:00,1,1,1
IB202 (21) CL,3,8,16:00,17:00,1,0,1
IB202 (21) CL,3,9,17:00,18:00,1,1,1
IB202 (21) CL,3,10,18:00,19:00,1,1,1
IB202 (21) CL,3,11,18:30,21:30,1,1,1
IB202 (21) CL,4,1,9:00,10:00,1,1,1
IB202 (21) CL,4,2,10:00,11:00,1,1,1
IB202 (21) CL,4,3,11:00,12:00,1,1,1
IB202 (21) CL,4,4,12:00,13:00,1,1,1
IB202 (21) CL,4,5,13:00,14:00,1,1,1
IB202 (21) CL,4,6,14:00,15:00,1,1,1
IB202 (21) CL,4,7,15:00,16:00,0,0,1
IB202 (21) CL,4,8,16:00,17:00,0,0,1
IB202 (21) CL,4,9,17:00,18:00,0,0,1
IB202 (21) CL,4,10,18:00,19:00,0,0,1
IB202 (21) CL,4,11,18:30,21:30,1,1,1
IB202 (21) CL,5,1,9:00,10:00,1,1,1
IB202 (21) CL,5,2,10:00,11:00,1,1,1
IB202 (21) CL,5,3,11:00,12:00,1,1,1
IB202 (21) CL,5,4,12:00,13:00,1,1,1
IB202 (21) CL,5,5,13:00,14:00,0,0,1
IB202 (21) CL,5,6,14:00,15:00,0,0,1
IB202 (21) CL,5,7,15:00,16:00,1,1,1
IB202 (21) CL,5,8,16:00,17:00,1,1,1
IB202 (21) CL,5,9,17:00,18:00,1,1,1
IB202 (21) CL,5,10,18:00,19:00,1,1,1
IB202 (21) CL,5,11,18:30,21:30,1,1,1
IB202 (21) CL,6,1,9:00,10:00,0,0,1
IB202 (21) CL,6,2,10:00,11:00,0,0,1
IB202 (21) CL,6,3,11:00,12:00,0,0,1
IB202 (21) CL,6,4,12:00,13:00,0,0,1
IB202 (21) CL,6,5,13:00,14:00,0,0,1
IB202 (21) CL,6,6,14:00,15:00,0,0,1
IB202 (21) CL,6,7,15:00,16:00,0,0,1
IB202 (21) CL,6,8,16:00,17:00,0,0,1
IB202 (21) CL,6,9,17:00,18:00,0,0,1
IB202 (21) CL,6,10,18:00,19:00,0,0,1
IB202 (21) CL,6,11,18:30,21:30,0,0,1
IB208 (20) CL,1,1,9:00,10:00,1,1,1
IB208 (20) CL,1,2,10:00,11:00,1,0,1
IB208 (20) CL,1,3,11:00,12:00,1,1,1
IB208 (20) CL,1,4,12:00,13:00,1,1,1
IB208 (20) CL,1,5,13:00,14:00,0,0,1
IB208 (20) CL,1,6,14:00,15:00,0,0,1
IB208 (20) CL,1,7,15:00,16:00,0,0,1
IB208 (20) CL,1,8,16:00,17:00,0,0,1
IB208 (20) CL,1,9,17:00,18:00,0,0,1
IB208 (20) CL,1,10,18:00,19:00,0,0,1
IB208 (20) CL,1,11,18:30,21:30,1,1,1
IB208 (20) CL,2,1,9:00,10:00,1,1,1
IB208 (20) CL,2,2,10:00,11:00,1,1,1
IB208 (20) CL,2,3,11:00,12:00,1,1,1
IB208 (20) CL,2,4,12:00,13:00,1,1,1
IB208 (20) CL,2,5,13:00,14:00,0,0,1
IB208 (20) CL,2,6,14:00,15:00,0,0,1
IB208 (20) CL,2,7,15:00,16:00,0,0,1
IB208 (20) CL,2,8,16:00,17:00,0,0,1
IB208 (20) CL,2,9,17:00,18:00,0,0,1
IB208 (20) CL,2,10,18:00,19:00,1,1,1
IB208 (20) CL,2,11,18:30,21:30,1,1,1
IB208 (20) CL,3,1,9:00,10:00,1,0,1
IB208 (20) CL,3,2,10:00,11:00,1,1,1
IB208 (20) CL,3,3,11:00,12:00,1,1,1
IB208 (20) CL,3,4,12:00,13:00,1,1,1
IB208 (20) CL,3,5,13:00,14:00,1,1,1
IB208 (20) CL,3,6,14:00,15:00,1,1,1
IB208 (20) CL,3,7,15:00,16:00,1,1,1
IB208 (20) CL,3,8,16:00,17:00,1,0,1
IB208 (20) CL,3,9,17:00,18:00,1,1,1
IB208 (20) CL,3,10,18:00,19:00,1,1,1
IB208 (20) CL,3,11,18:30,21:30,1,1,1
IB208 (20) CL,4,1,9:00,10:00,0,0,1
IB208 (20) CL,4,2,10:00,11:00,1,1,1
IB208 (20) CL,4,3,11:00,12:00,1,0,1
IB208 (20) CL,4,4,12:00,13:00,1,1,1
IB208 (20) CL,4,5,13:00,14:00,1,1,1
IB208 (20) CL,4,6,14:00,15:00,0,0,1
IB208 (20) CL,4,7,15:00,16:00,0,0,1
IB208 (20) CL,4,8,16:00,17:00,0,0,1
IB208 (20) CL,4,9,17:00,18:00,0,0,1
IB208 (20) CL,4,10,18:00,19:00,1,1,1
IB208 (20) CL,4,11,18:30,21:30,1,1,1
IB208 (20) CL,5,1,9:00,10:00,1,1,1
IB208 (20) CL,5,2,10:00,11:00,1,1,1
IB208 (20) CL,5,3,11:00,12:00,1,1,1
IB208 (20) CL,5,4,12:00,13:00,1,1,1
IB208 (20) CL,5,5,13:00,14:00,0,0,1
IB208 (20) CL,5,6,14:00,15:00,0,0,1
IB208 (20) CL,5,7,15:00,16:00,0,0,1
IB208 (20) CL,5,8,16:00,17:00,1,1,1
IB208 (20) CL,5,9,17:00,18:00,1,1,1
IB208 (20) CL,5,10,18:00,19:00,1,1,1
IB208 (20) CL,5,11,18:30,21:30,1,0,1
IB208 (20) CL,6,1,9:00,10:00,0,0,1
IB208 (20) CL,6,2,10:00,11:00,1,1,1
IB208 (20) CL,6,3,11:00,12:00,0,0,1
IB208 (20) CL,6,4,12:00,13:00,0,0,1
IB208 (20) CL,6,5,13:00,14:00,0,0,1
IB208 (20) CL,6,6,14:00,15:00,0,0,1
IB208 (20) CL,6,7,15:00,16:00,0,0,1
IB208 (20) CL,6,8,16:00,17:00,0,0,1
IB208 (20) CL,6,9,17:00,18:00,0,0,1
IB208 (20) CL,6,10,18:00,19:00,0,0,1
IB208 (20) CL,6,11,18:30,21:30,0,0,1
IB209 (30) CL,1,1,9:00,10:00,1,1,1
IB209 (30) CL,1,2,10:00,11:00,1,1,1
IB209 (30) CL,1,3,11:00,12:00,0,0,1
IB209 (30) CL,1,4,12:00,13:00,1,0,1
IB209 (30) CL,1,5,13:00,14:00,1,0,1
IB209 (30) CL,1,6,14:00,15:00,1,1,1
IB209 (30) CL,1,7,15:00,16:00,1,1,1
IB209 (30) CL,1,8,16:00,17:00,1,1,1
IB209 (30) CL,1,9,17:00,18:00,1,1,1
IB209 (30) CL,1,10,18:00,19:00,1,1,1
IB209 (30) CL,1,11,18:30,21:30,1,0,1
IB209 (30) CL,2,1,9:00,10:00,1,1,1
IB209 (30) CL,2,2,10:00,11:00,1,0,1
IB209 (30) CL,2,3,11:00,12:00,1,1,1
IB209 (30) CL,2,4,12:00,13:00,1,1,1
IB209 (30) CL,2,5,13:00,14:00,0,0,1
IB209 (30) CL,2,6,14:00,15:00,1,0,1
IB209 (30) CL,2,7,15:00,16:00,1,0,1
IB209 (30) CL,2,8,16:00,17:00,1,1,1
IB209 (30) CL,2,9,17:00,18:00,1,1,1
IB209 (30) CL,2,10,18:00,19:00,1,0,1
IB209 (30) CL,2,11,18:30,21:30,1,1,1
IB209 (30) CL,3,1,9:00,10:00,1,1,1
IB209 (30) CL,3,2,10:00,11:00,1,1,1
IB209 (30) CL,3,3,11:00,12:00,1,1,1
IB209 (30) CL,3,4,12:00,13:00,1,1,1
IB209 (30) CL,3,5,13:00,14:00,0,0,1
IB209 (30) CL,3,6,14:00,15:00,0,0,1
IB209 (30) CL,3,7,15:00,16:00,0,0,1
IB209 (30) CL,3,8,16:00,17:00,0,0,1
IB209 (30) CL,3,9,17:00,18:00,0,0,1
IB209 (30) CL,3,10,18:00,19:00,1,1,1
IB209 (30) CL,3,11,18:30,21:30,1,1,1
IB209 (30) CL,4,1,9:00,10:00,1,1,1
IB209 (30) CL,4,2,10:00,11:00,1,1,1
IB209 (30) CL,4,3,11:00,12:00,1,0,1
IB209 (30) CL,4,4,12:00,13:00,1,1,1
IB209 (30) CL,4,5,13:00,14:00,1,1,1
IB209 (30) CL,4,6,14:00,15:00,1,0,1
IB209 (30) CL,4,7,15:00,16:00,1,1,1
IB209 (30) CL,4,8,16:00,17:00,1,1,1
IB209 (30) CL,4,9,17:00,18:00,1,0,1
IB209 (30) CL,4,10,18:00,19:00,1,1,1
IB209 (30) CL,4,11,18:30,21:30,1,1,1
IB209 (30) CL,5,1,9:00,10:00,1,1,1
IB209 (30) CL,5,2,10:00,11:00,1,1,1
IB209 (30) CL,5,3,11:00,12:00,1,1,1
IB209 (30) CL,5,4,12:00,13:00,1,1,1
IB209 (30) CL,5,5,13:00,14:00,0,0,1
IB209 (30) CL,5,6,14:00,15:00,1,0,1
IB209 (30) CL,5,7,15:00,16:00,1,1,1
IB209 (30) CL,5,8,16:00,17:00,1,1,1
IB209 (30) CL,5,9,17:00,18:00,1,0,1
IB209 (30) CL,5,10,18:00,19:00,1,1,1
IB209 (30) CL,5,11,18:30,21:30,1,0,1
IB209 (30) CL,6,1,9:00,10:00,0,0,1
IB209 (30) CL,6,2,10:00,11:00,0,0,1
IB209 (30) CL,6,3,11:00,12:00,0,0,1
IB209 (30) CL,6,4,12:00,13:00,0,0,1
IB209 (30) CL,6,5,13:00,14:00,0,0,1
IB209 (30) CL,6,6,14:00,15:00,0,0,1
IB209 (30) CL,6,7,15:00,16:00,1,1,1
IB209 (30) CL,6,8,16:00,17:00,0,0,1
IB209 (30) CL,6,9,17:00,18:00,0,0,1
IB209 (30) CL,6,10,18:00,19:00,0,0,1
IB209 (30) CL,6,11,18:30,21:30,0,0,1
IB215 (20) CL,1,1,9:00,10:00,0,0,1
IB215 (20) CL,1,2,10:00,11:00,1,1,1
IB215 (20) CL,1,3,11:00,12:00,1,1,1
IB215 (20) CL,1,4,12:00,13:00,1,1,1
IB215 (20) CL,1,5,13:00,14:00,1,0,1
IB215 (20) CL,1,6,14:00,15:00,0,0,1
IB215 (20) CL,1,7,15:00,16:00,1,1,1
IB215 (20) CL,1,8,16:00,17:00,1,1,1
IB215 (20) CL,1,9,17:00,18:00,1,1,1
IB215 (20) CL,1,10,18:00,19:00,1,1,1
IB215 (20) CL,1,11,18:30,21:30,1,1,1
IB215 (20) CL,2,1,9:00,10:00,1,1,1
IB215 (20) CL,2,2,10:00,11:00,1,1,1
IB215 (20) CL,2,3,11:00,12:00,1,0,1
IB215 (20) CL,2,4,12:00,13:00,1,0,1
IB215 (20) CL,2,5,13:00,14:00,1,0,1
IB215 (20) CL,2,6,14:00,15:00,1,1,1
IB215 (20) CL,2,7,15:00,16:00,1,1,1
IB215 (20) CL,2,8,16:00,17:00,1,1,1
IB215 (20) CL,2,9,17:00,18:00,0,0,1
IB215 (20) CL,2,10,18:00,19:00,1,1,1
IB215 (20) CL,2,11,18:30,21:30,1,1,1
IB215 (20) CL,3,1,9:00,10:00,1,1,1
IB215 (20) CL,3,2,10:00,11:00,1,1,1
IB215 (20) CL,3,3,11:00,12:00,1,1,1
IB215 (20) CL,3,4,12:00,13:00,1,0,1
IB215 (20) CL,3,5,13:00,14:00,1,0,1
IB215 (20) CL,3,6,14:00,15:00,1,1,1
IB215 (20) CL,3,7,15:00,16:00,1,0,1
IB215 (20) CL,3,8,16:00,17:00,1,1,1
IB215 (20) CL,3,9,17:00,18:00,0,0,1
IB215 (20) CL,3,10,18:00,19:00,1,1,1
IB215 (20) CL,3,11,18:30,21:30,1,1,1
IB215 (20) CL,4,1,9:00,10:00,0,0,1
IB215 (20) CL,4,2,10:00,11:00,1,0,1
IB215 (20) CL,4,3,11:00,12:00,1,1,1
IB215 (20) CL,4,4,12:00,13:00,1,1,1
IB215 (20) CL,4,5,13:00,14:00,1,1,1
IB215 (20) CL,4,6,14:00,15:00,1,1,1
IB215 (20) CL,4,7,15:00,16:00,1,1,1
IB215 (20) CL,4,8,16:00,17:00,0,0,1
IB215 (20) CL,4,9,17:00,18:00,0,0,1
IB215 (20) CL,4,10,18:00,19:00,0,0,1
IB215 (20) CL,4,11,18:30,21:30,1,1,1
IB215 (20) CL,5,1,9:00,10:00,1,0,1
IB215 (20) CL,5,2,10:00,11:00,1,1,1
IB215 (20) CL,5,3,11:00,12:00,1,0,1
IB215 (20) CL,5,4,12:00,13:00,1,1,1
IB215 (20) CL,5,5,13:00,14:00,0,0,1
IB215 (20) CL,5,6,14:00,15:00,0,0,1
IB215 (20) CL,5,7,15:00,16:00,0,0,1
IB215 (20) CL,5,8,16:00,17:00,0,0,1
IB215 (20) CL,5,9,17:00,18:00,0,0,1
IB215 (20) CL,5,10,18:00,19:00,1,1,1
IB215 (20) CL,5,11,18:30,21:30,1,1,1
IB215 (20) CL,6,1,9:00,10:00,0,0,1
IB215 (20) CL,6,2,10:00,11:00,0,0,1
IB215 (20) CL,6,3,11:00,12:00,0,0,1
IB215 (20) CL,6,4,12:00,13:00,1,1,1
IB215 (20) CL,6,5,13:00,14:00,0,0,1
IB215 (20) CL,6,6,14:00,15:00,0,0,1
IB215 (20) CL,6,7,15:00,16:00,1,0,1
IB215 (20) CL,6,8,16:00,17:00,0,0,1
IB215 (20) CL,6,9,17:00,18:00,0,0,1
IB215 (20) CL,6,10,18:00,19:00,0,0,1
IB215 (20) CL,6,11,18:30,21:30,0,0,1
IB216 (20),1,1,9:00,10:00,1,1,1
IB216 (20),1,2,10:00,11:00,1,1,1
IB216 (20),1,3,11:00,12:00,1,0,1
IB216 (20),1,4,12:00,13:00,1,1,1
IB216 (20),1,5,13:00,14:00,0,0,1
IB216 (20),1,6,14:00,15:00,0,0,1
IB216 (20),1,7,15:00,16:00,0,0,1
IB216 (20),1,8,16:00,17:00,1,1,1
IB216 (20),1,9,17:00,18:00,1,1,1
IB216 (20),1,10,18:00,19:00,1,1,1
IB216 (20),1,11,18:30,21:30,1,1,1
IB216 (20),2,1,9:00,10:00,1,1,1
IB216 (20),2,2,10:00,11:00,1,1,1
IB216 (20),2,3,11:00,12:00,1,1,1
IB216 (20),2,4,12:00,13:00,1,1,1
IB216 (20),2,5,13:00,14:00,1,1,1
IB216 (20),2,6,14:00,15:00,1,1,1
IB216 (20),2,7,15:00,16:00,1,1,1
IB216 (20),2,8,16:00,17:00,1,1,1
IB216 (20),2,9,17:00,18:00,0,0,1
IB216 (20),2,10,18:00,19:00,0,0,1
IB216 (20),2,11,18:30,21:30,1,1,1
IB216 (20),3,1,9:00,10:00,1,1,1
IB216 (20),3,2,10:00,11:00,1,0,1
IB216 (20),3,3,11:00,12:00,1,1,1
IB216 (20),3,4,12:00,13:00,1,1,1
IB216 (20),3,5,13:00,14:00,1,1,1
IB216 (20),3,6,14:00,15:00,1,1,1
IB216 (20),3,7,15:00,16:00,1,1,1
IB216 (20),3,8,16:00,17:00,1,0,1
IB216 (20),3,9,17:00,18:00,0,0,1
IB216 (20),3,10,18:00,19:00,0,0,1
IB216 (20),3,11,18:30,21:30,1,1,1
IB216 (20),4,1,9:00,10:00,1,1,1
IB216 (20),4,2,10:00,11:00,1,1,1
IB216 (20),4,3,11:00,12:00,1,1,1
IB216 (20),4,4,12:00,13:00,1,1,1
IB216 (20),4,5,13:00,14:00,1,1,1
IB216 (20),4,6,14:00,15:00,1,0,1
IB216 (20),4,7,15:00,16:00,1,1,1
IB216 (20),4,8,16:00,17:00,1,1,1
IB216 (20),4,9,17:00,18:00,1,1,1
IB216 (20),4,10,18:00,19:00,1,1,1
IB216 (20),4,11,18:30,21:30,1,1,1
IB216 (20),5,1,9:00,10:00,1,1,1
IB216 (20),5,2,10:00,11:00,1,0,1
IB216 (20),5,3,11:00,12:00,1,1,1
IB216 (20),5,4,12:00,13:00,1,0,1
IB216 (20),5,5,13:00,14:00,1,1,1
IB216 (20),5,6,14:00,15:00,1,1,1
IB216 (20),5,7,15:00,16:00,0,0,1
IB216 (20),5,8,16:00,17:00,0,0,1
IB216 (20),5,9,17:00,18:00,1,1,1
IB216 (20),5,10,18:00,19:00,1,0,1
IB216 (20),5,11,18:30,21:30,1,1,1
IB216 (20),6,1,9:00,10:00,0,0,1
IB216 (20),6,2,10:00,11:00,0,0,1
IB216 (20),6,3,11:00,12:00,0,0,1
IB216 (20),6,4,12:00,13:00,0,0,1
IB216 (20),6,5,13:00,14:00,1,1,1
IB216 (20),6,6,14:00,15:00,0,0,1
IB216 (20),6,7,15:00,16:00,1,0,1
IB216 (20),6,8,16:00,17:00,0,0,1
IB216 (20),6,9,17:00,18:00,0,0,1
IB216 (20),6,10,18:00,19:00,0,0,1
IB216 (20),6,11,18:30,21:30,0,0,1
IB301 (90),1,1,9:00,10:00,1,1,1
IB301 (90),1,2,10:00,11:00,1,0,1
IB301 (90),1,3,11:00,12:00,0,0,1
IB301 (90),1,4,12:00,13:00,0,0,1
IB301 (90),1,5,13:00,14:00,0,0,1
IB301 (90),1,6,14:00,15:00,0,0,1
IB301 (90),1,7,15:00,16:00,1,1,1
IB301 (90),1,8,16:00,17:00,1,1,1
IB301 (90),1,9,17:00,18:00,1,0,1
IB301 (90),1,10,18:00,19:00,1,1,1
IB301 (90),1,11,18:30,21:30,1,0,1
IB301 (90),2,1,9:00,10:00,0,0,1
IB301 (90),2,2,10:00,11:00,1,1,1
IB301 (90),2,3,11:00,12:00,1,1,1
IB301 (90),2,4,12:00,13:00,1,1,1
IB301 (90),2,5,13:00,14:00,1,1,1
IB301 (90),2,6,14:00,15:00,0,0,1
IB301 (90),2,7,15:00,16:00,0,0,1
IB301 (90),2,8,16:00,17:00,0,0,1
IB301 (90),2,9,17:00,18:00,0,0,1
IB301 (90),2,10,18:00,19:00,1,1,1
IB301 (90),2,11,18:30,21:30,1,1,1
IB301 (90),3,1,9:00,10:00,1,0,1
IB301 (90),3,2,10:00,11:00,1,1,1
IB301 (90),3,3,11:00,12:00,1,1,1
IB301 (90),3,4,12:00,13:00,1,1,1
IB301 (90),3,5,13:00,14:00,1,1,1
IB301 (90),3,6,14:00,15:00,1,1,1
IB301 (90),3,7,15:00,16:00,1,1,1
IB301 (90),3,8,16:00,17:00,1,1,1
IB301 (90),3,9,17:00,18:00,0,0,1
IB301 (90),3,10,18:00,19:00,0,0,1
IB301 (90),3,11,18:30,21:30,0,0,1
IB301 (90),4,1,9:00,10:00,1,0,1
IB301 (90),4,2,10:00,11:00,1,1,1
IB301 (90),4,3,11:00,12:00,1,1,1
IB301 (90),4,4,12:00,13:00,1,1,1
IB301 (90),4,5,13:00,14:00,0,0,1
IB301 (90),4,6,14:00,15:00,0,0,1
IB301 (90),4,7,15:00,16:00,0,0,1
IB301 (90),4,8,16:00,17:00,0,0,1
IB301 (90),4,9,17:00,18:00,0,0,1
IB301 (90),4,10,18:00,19:00,1,1,1
IB301 (90),4,11,18:30,21:30,1,1,1
IB301 (90),5,1,9:00,10:00,1,1,1
IB301 (90),5,2,10:00,11:00,1,1,1
IB301 (90),5,3,11:00,12:00,1,0,1
IB301 (90),5,4,12:00,13:00,1,0,1
IB301 (90),5,5,13:00,14:00,0,0,1
IB301 (90),5,6,14:00,15:00,1,1,1
IB301 (90),5,7,15:00,16:00,1,0,1
IB301 (90),5,8,16:00,17:00,1,1,1
IB301 (90),5,9,17:00,18:00,1,1,1
IB301 (90),5,10,18:00,19:00,1,1,1
IB301 (90),5,11,18:30,21:30,1,0,1
IB301 (90),6,1,9:00,10:00,1,0,1
IB301 (90),6,2,10:00,11:00,0,0,1
IB301 (90),6,3,11:00,12:00,0,0,1
IB301 (90),6,4,12:00,13:00,1,1,1
IB301 (90),6,5,13:00,14:00,0,0,1
IB301 (90),6,6,14:00,15:00,0,0,1
IB301 (90),6,7,15:00,16:00,0,0,1
IB301 (90),6,8,16:00,17:00,0,0,1
IB301 (90),6,9,17:00,18:00,0,0,1
IB301 (90),6,10,18:00,19:00,0,0,1
IB301 (90),6,11,18:30,21:30,0,0,1
IB302 (22),1,1,9:00,10:00,1,1,1
IB302 (22),1,2,10:00,11:00,1,1,1
IB302 (22),1,3,11:00,12:00,1,0,1
IB302 (22),1,4,12:00,13:00,1,1,1
IB302 (22),1,5,13:00,14:00,0,0,1
IB302 (22),1,6,14:00,15:00,1,1,1
IB302 (22),1,7,15:00,16:00,1,1,1
IB302 (22),1,8,16:00,17:00,1,0,1
IB302 (22),1,9,17:00,18:00,1,0,1
IB302 (22),1,10,18:00,19:00,0,0,1
IB302 (22),1,11,18:30,21:30,1,0,1
IB302 (22),2,1,9:00,10:00,1,1,1
IB302 (22),2,2,10:00,11:00,1,1,1
IB302 (22),2,3,11:00,12:00,1,1,1
IB302 (22),2,4,12:00,13:00,1,1,1
IB302 (22),2,5,13:00,14:00,0,0,1
IB302 (22),2,6,14:00,15:00,0,0,1
IB302 (22),2,7,15:00,16:00,0,0,1
IB302 (22),2,8,16:00,17:00,1,1,1
IB302 (22),2,9,17:00,18:00,1,1,1
IB302 (22),2,10,18:00,19:00,1,1,1
IB302 (22),2,11,18:30,21:30,1,1,1
IB302 (22),3,1,9:00,10:00,1,1,1
IB302 (22),3,2,10:00,11:00,1,1,1
IB302 (22),3,3,11:00,12:00,1,1,1
IB302 (22),3,4,12:00,13:00,1,0,1
