Time,sensor_mo.mean
09/12/2024 09:00,0
09/12/2024 09:05,0
09/12/2024 09:10,1
09/12/2024 09:15,1
09/12/2024 09:20,1
09/12/2024 09:25,1
09/12/2024 09:30,1
09/12/2024 09:35,1
09/12/2024 09:40,0
09/12/2024 09:45,0
09/12/2024 09:50,0
09/12/2024 09:55,0
09/12/2024 10:00,0
09/12/2024 10:05,1
09/12/2024 10:10,1
09/12/2024 10:15,1
09/12/2024 10:20,1
09/12/2024 10:25,1
09/12/2024 10:30,1
09/12/2024 10:35,1
09/12/2024 10:40,1
09/12/2024 10:45,1
09/12/2024 10:50,1
09/12/2024 10:55,1
09/12/2024 11:00,1
