,room,day,period,startTime,endTime,status,attendance,semester,partOfDay
458,ATB301(26),6,9,17:00,18:00,0,0,1,3
459,ATB301(26),6,10,18:00,19:00,1,1,1,4
460,ATB301(26),6,11,18:30,21:30,0,0,1,4
461,ATB302(26),1,1,9:00,10:00,1,0,1,1
462,ATB302(26),1,2,10:00,11:00,1,0,1,1
463,ATB302(26),1,3,11:00,12:00,1,0,1,1
464,ATB302(26),1,4,12:00,13:00,1,1,1,2
465,ATB302(26),1,5,13:00,14:00,1,1,1,2
466,ATB302(26),1,6,14:00,15:00,1,1,1,2
467,ATB302(26),1,7,15:00,16:00,1,1,1,4
468,ATB302(26),1,8,16:00,17:00,1,1,1,3
469,ATB302(26),1,9,17:00,18:00,0,0,1,3
470,ATB302(26),1,10,18:00,19:00,0,0,1,4
471,ATB302(26),1,11,18:30,21:30,1,0,1,4
472,ATB302(26),2,1,9:00,10:00,1,0,1,1
473,ATB302(26),2,2,10:00,11:00,1,1,1,1
474,ATB302(26),2,3,11:00,12:00,1,0,1,1
475,ATB302(26),2,4,12:00,13:00,1,0,1,2
476,ATB302(26),2,5,13:00,14:00,0,0,1,2
477,ATB302(26),2,6,14:00,15:00,0,0,1,2
478,ATB302(26),2,7,15:00,16:00,0,0,1,4
479,ATB302(26),2,8,16:00,17:00,0,0,1,3
480,ATB302(26),2,9,17:00,18:00,0,0,1,3
481,ATB302(26),2,10,18:00,19:00,0,0,1,4
482,ATB302(26),2,11,18:30,21:30,0,0,1,4
483,ATB302(26),3,1,9:00,10:00,1,1,1,1
484,ATB302(26),3,2,10:00,11:00,1,1,1,1
485,ATB302(26),3,3,11:00,12:00,1,1,1,1
486,ATB302(26),3,4,12:00,13:00,1,0,1,2
487,ATB302(26),3,5,13:00,14:00,1,1,1,2
488,ATB302(26),3,6,14:00,15:00,1,1,1,2
489,ATB302(26),3,7,15:00,16:00,1,0,1,4
490,ATB302(26),3,8,16:00,17:00,1,1,1,3
491,ATB302(26),3,9,17:00,18:00,0,0,1,3
492,ATB302(26),3,10,18:00,19:00,0,0,1,4
493,ATB302(26),3,11,18:30,21:30,1,1,1,4
494,ATB302(26),4,1,9:00,10:00,1,1,1,1
495,ATB302(26),4,2,10:00,11:00,1,1,1,1
496,ATB302(26),4,3,11:00,12:00,1,1,1,1
497,ATB302(26),4,4,12:00,13:00,1,1,1,2
498,ATB302(26),4,5,13:00,14:00,1,0,1,2
499,ATB302(26),4,6,14:00,15:00,1,1,1,2
500,ATB302(26),4,7,15:00,16:00,1,1,1,4
501,ATB302(26),4,8,16:00,17:00,1,1,1,3
502,ATB302(26),4,9,17:00,18:00,0,0,1,3
503,ATB302(26),4,10,18:00,19:00,0,0,1,4
504,ATB302(26),4,11,18:30,21:30,1,1,1,4
505,ATB302(26),5,1,9:00,10:00,1,1,1,1
506,ATB302(26),5,2,10:00,11:00,1,1,1,1
507,ATB302(26),5,3,11:00,12:00,1,1,1,1
508,ATB302(26),5,4,12:00,13:00,1,1,1,2
509,ATB302(26),5,5,13:00,14:00,0,0,1,2
510,ATB302(26),5,6,14:00,15:00,1,0,1,2
511,ATB302(26),5,7,15:00,16:00,1,1,1,4
512,ATB302(26),5,8,16:00,17:00,1,1,1,3
513,ATB302(26),5,9,17:00,18:00,1,1,1,3
514,ATB302(26),5,10,18:00,19:00,0,0,1,4
515,ATB302(26),5,11,18:30,21:30,0,0,1,4
516,ATB302(26),6,1,9:00,10:00,0,0,1,1
517,ATB302(26),6,2,10:00,11:00,0,0,1,1
518,ATB302(26),6,3,11:00,12:00,0,0,1,1
519,ATB302(26),6,4,12:00,13:00,0,0,1,2
520,ATB302(26),6,5,13:00,14:00,0,0,1,2
521,ATB302(26),6,6,14:00,15:00,0,0,1,2
522,ATB302(26),6,7,15:00,16:00,1,1,1,4
523,ATB302(26),6,8,16:00,17:00,1,1,1,3
524,ATB302(26),6,9,17:00,18:00,0,0,1,3
525,ATB302(26),6,10,18:00,19:00,1,0,1,4
526,ATB302(26),6,11,18:30,21:30,0,0,1,4
527,ATB303(26),1,1,9:00,10:00,0,0,1,1
528,ATB303(26),1,2,10:00,11:00,0,0,1,1
529,ATB303(26),1,3,11:00,12:00,1,1,1,1
530,ATB303(26),1,4,12:00,13:00,1,0,1,2
531,ATB303(26),1,5,13:00,14:00,1,1,1,2
532,ATB303(26),1,6,14:00,15:00,1,1,1,2
533,ATB303(26),1,7,15:00,16:00,0,0,1,4
534,ATB303(26),1,8,16:00,17:00,0,0,1,3
535,ATB303(26),1,9,17:00,18:00,0,0,1,3
536,ATB303(26),1,10,18:00,19:00,0,0,1,4
537,ATB303(26),1,11,18:30,21:30,1,1,1,4
538,ATB303(26),2,1,9:00,10:00,0,0,1,1
539,ATB303(26),2,2,10:00,11:00,0,0,1,1
540,ATB303(26),2,3,11:00,12:00,1,1,1,1
541,ATB303(26),2,4,12:00,13:00,1,1,1,2
542,ATB303(26),2,5,13:00,14:00,0,0,1,2
543,ATB303(26),2,6,14:00,15:00,0,0,1,2
544,ATB303(26),2,7,15:00,16:00,0,0,1,4
545,ATB303(26),2,8,16:00,17:00,1,1,1,3
546,ATB303(26),2,9,17:00,18:00,1,1,1,3
547,ATB303(26),2,10,18:00,19:00,0,0,1,4
548,ATB303(26),2,11,18:30,21:30,1,1,1,4
549,ATB303(26),3,1,9:00,10:00,1,1,1,1
550,ATB303(26),3,2,10:00,11:00,1,1,1,1
551,ATB303(26),3,3,11:00,12:00,1,1,1,1
552,ATB303(26),3,4,12:00,13:00,1,0,1,2
553,ATB303(26),3,5,13:00,14:00,0,0,1,2
554,ATB303(26),3,6,14:00,15:00,0,0,1,2
555,ATB303(26),3,7,15:00,16:00,1,1,1,4
556,ATB303(26),3,8,16:00,17:00,1,0,1,3
557,ATB303(26),3,9,17:00,18:00,0,0,1,3
558,ATB303(26),3,10,18:00,19:00,1,0,1,4
559,ATB303(26),3,11,18:30,21:30,1,1,1,4
560,ATB303(26),4,1,9:00,10:00,1,1,1,1
561,ATB303(26),4,2,10:00,11:00,1,1,1,1
562,ATB303(26),4,3,11:00,12:00,1,1,1,1
563,ATB303(26),4,4,12:00,13:00,1,0,1,2
564,ATB303(26),4,5,13:00,14:00,0,0,1,2
565,ATB303(26),4,6,14:00,15:00,0,0,1,2
566,ATB303(26),4,7,15:00,16:00,0,0,1,4
567,ATB303(26),4,8,16:00,17:00,0,0,1,3
568,ATB303(26),4,9,17:00,18:00,0,0,1,3
569,ATB303(26),4,10,18:00,19:00,0,0,1,4
570,ATB303(26),4,11,18:30,21:30,1,1,1,4
571,ATB303(26),5,1,9:00,10:00,1,1,1,1
572,ATB303(26),5,2,10:00,11:00,1,1,1,1
573,ATB303(26),5,3,11:00,12:00,1,0,1,1
574,ATB303(26),5,4,12:00,13:00,1,1,1,2
575,ATB303(26),5,5,13:00,14:00,0,0,1,2
576,ATB303(26),5,6,14:00,15:00,0,0,1,2
577,ATB303(26),5,7,15:00,16:00,0,0,1,4
578,ATB303(26),5,8,16:00,17:00,0,0,1,3
579,ATB303(26),5,9,17:00,18:00,0,0,1,3
580,ATB303(26),5,10,18:00,19:00,1,1,1,4
581,ATB303(26),5,11,18:30,21:30,1,1,1,4
582,ATB303(26),6,1,9:00,10:00,0,0,1,1
583,ATB303(26),6,2,10:00,11:00,1,1,1,1
584,ATB303(26),6,3,11:00,12:00,0,0,1,1
585,ATB303(26),6,4,12:00,13:00,0,0,1,2
586,ATB303(26),6,5,13:00,14:00,1,1,1,2
587,ATB303(26),6,6,14:00,15:00,0,0,1,2
588,ATB303(26),6,7,15:00,16:00,0,0,1,4
589,ATB303(26),6,8,16:00,17:00,0,0,1,3
590,ATB303(26),6,9,17:00,18:00,0,0,1,3
591,ATB303(26),6,10,18:00,19:00,0,0,1,4
592,ATB303(26),6,11,18:30,21:30,0,0,1,4
593,ATB304(26),1,1,9:00,10:00,1,0,1,1
594,ATB304(26),1,2,10:00,11:00,1,1,1,1
595,ATB304(26),1,3,11:00,12:00,1,1,1,1
596,ATB304(26),1,4,12:00,13:00,1,1,1,2
597,ATB304(26),1,5,13:00,14:00,0,0,1,2
598,ATB304(26),1,6,14:00,15:00,1,1,1,2
599,ATB304(26),1,7,15:00,16:00,1,1,1,4
600,ATB304(26),1,8,16:00,17:00,0,0,1,3
601,ATB304(26),1,9,17:00,18:00,1,1,1,3
602,ATB304(26),1,10,18:00,19:00,1,0,1,4
603,ATB304(26),1,11,18:30,21:30,1,1,1,4
604,ATB304(26),2,1,9:00,10:00,1,1,1,1
605,ATB304(26),2,2,10:00,11:00,1,1,1,1
606,ATB304(26),2,3,11:00,12:00,1,1,1,1
607,ATB304(26),2,4,12:00,13:00,1,1,1,2
608,ATB304(26),2,5,13:00,14:00,0,0,1,2
609,ATB304(26),2,6,14:00,15:00,1,1,1,2
610,ATB304(26),2,7,15:00,16:00,1,1,1,4
611,ATB304(26),2,8,16:00,17:00,1,1,1,3
612,ATB304(26),2,9,17:00,18:00,1,1,1,3
613,ATB304(26),2,10,18:00,19:00,1,1,1,4
614,ATB304(26),2,11,18:30,21:30,1,1,1,4
615,ATB304(26),3,1,9:00,10:00,1,1,1,1
616,ATB304(26),3,2,10:00,11:00,1,1,1,1
617,ATB304(26),3,3,11:00,12:00,1,1,1,1
618,ATB304(26),3,4,12:00,13:00,1,0,1,2
619,ATB304(26),3,5,13:00,14:00,1,1,1,2
620,ATB304(26),3,6,14:00,15:00,1,1,1,2
621,ATB304(26),3,7,15:00,16:00,1,0,1,4
622,ATB304(26),3,8,16:00,17:00,1,1,1,3
623,ATB304(26),3,9,17:00,18:00,1,0,1,3
624,ATB304(26),3,10,18:00,19:00,1,1,1,4
625,ATB304(26),3,11,18:30,21:30,1,0,1,4
626,ATB304(26),4,1,9:00,10:00,1,1,1,1
627,ATB304(26),4,2,10:00,11:00,1,1,1,1
628,ATB304(26),4,3,11:00,12:00,1,1,1,1
629,ATB304(26),4,4,12:00,13:00,1,1,1,2
630,ATB304(26),4,5,13:00,14:00,0,0,1,2
631,ATB304(26),4,6,14:00,15:00,0,0,1,2
632,ATB304(26),4,7,15:00,16:00,1,0,1,4
633,ATB304(26),4,8,16:00,17:00,1,1,1,3
634,ATB304(26),4,9,17:00,18:00,1,1,1,3
635,ATB304(26),4,10,18:00,19:00,1,1,1,4
636,ATB304(26),4,11,18:30,21:30,1,0,1,4
637,ATB304(26),5,1,9:00,10:00,1,1,1,1
638,ATB304(26),5,2,10:00,11:00,1,1,1,1
639,ATB304(26),5,3,11:00,12:00,1,1,1,1
640,ATB304(26),5,4,12:00,13:00,1,0,1,2
641,ATB304(26),5,5,13:00,14:00,1,0,1,2
642,ATB304(26),5,6,14:00,15:00,1,1,1,2
643,ATB304(26),5,7,15:00,16:00,0,0,1,4
644,ATB304(26),5,8,16:00,17:00,0,0,1,3
645,ATB304(26),5,9,17:00,18:00,0,0,1,3
646,ATB304(26),5,10,18:00,19:00,0,0,1,4
647,ATB304(26),5,11,18:30,21:30,1,1,1,4
648,ATB304(26),6,1,9:00,10:00,0,0,1,1
649,ATB304(26),6,2,10:00,11:00,0,0,1,1
650,ATB304(26),6,3,11:00,12:00,1,1,1,1
651,ATB304(26),6,4,12:00,13:00,0,0,1,2
652,ATB304(26),6,5,13:00,14:00,0,0,1,2
653,ATB304(26),6,6,14:00,15:00,1,1,1,2
654,ATB304(26),6,7,15:00,16:00,0,0,1,4
655,ATB304(26),6,8,16:00,17:00,1,1,1,3
656,ATB304(26),6,9,17:00,18:00,0,0,1,3
657,ATB304(26),6,10,18:00,19:00,0,0,1,4
658,ATB304(26),6,11,18:30,21:30,0,0,1,4
659,ATB307(26),1,1,9:00,10:00,0,0,1,1
660,ATB307(26),1,2,10:00,11:00,1,1,1,1
661,ATB307(26),1,3,11:00,12:00,1,1,1,1
662,ATB307(26),1,4,12:00,13:00,1,1,1,2
663,ATB307(26),1,5,13:00,14:00,1,1,1,2
664,ATB307(26),1,6,14:00,15:00,1,1,1,2
665,ATB307(26),1,7,15:00,16:00,1,0,1,4
666,ATB307(26),1,8,16:00,17:00,0,0,1,3
667,ATB307(26),1,9,17:00,18:00,0,0,1,3
668,ATB307(26),1,10,18:00,19:00,1,1,1,4
669,ATB307(26),1,11,18:30,21:30,1,1,1,4
670,ATB307(26),2,1,9:00,10:00,1,1,1,1
671,ATB307(26),2,2,10:00,11:00,1,1,1,1
672,ATB307(26),2,3,11:00,12:00,1,1,1,1
673,ATB307(26),2,4,12:00,13:00,1,0,1,2
674,ATB307(26),2,5,13:00,14:00,1,1,1,2
675,ATB307(26),2,6,14:00,15:00,1,0,1,2
676,ATB307(26),2,7,15:00,16:00,0,0,1,4
677,ATB307(26),2,8,16:00,17:00,0,0,1,3
678,ATB307(26),2,9,17:00,18:00,1,1,1,3
679,ATB307(26),2,10,18:00,19:00,1,1,1,4
680,ATB307(26),2,11,18:30,21:30,1,1,1,4
681,ATB307(26),3,1,9:00,10:00,1,0,1,1
682,ATB307(26),3,2,10:00,11:00,1,0,1,1
683,ATB307(26),3,3,11:00,12:00,0,0,1,1
684,ATB307(26),3,4,12:00,13:00,1,0,1,2
685,ATB307(26),3,5,13:00,14:00,1,1,1,2
686,ATB307(26),3,6,14:00,15:00,1,1,1,2
687,ATB307(26),3,7,15:00,16:00,1,1,1,4
688,ATB307(26),3,8,16:00,17:00,0,0,1,3
689,ATB307(26),3,9,17:00,18:00,0,0,1,3
690,ATB307(26),3,10,18:00,19:00,1,1,1,4
691,ATB307(26),3,11,18:30,21:30,1,1,1,4
692,ATB307(26),4,1,9:00,10:00,1,1,1,1
693,ATB307(26),4,2,10:00,11:00,1,1,1,1
694,ATB307(26),4,3,11:00,12:00,1,1,1,1
695,ATB307(26),4,4,12:00,13:00,1,1,1,2
696,ATB307(26),4,5,13:00,14:00,0,0,1,2
697,ATB307(26),4,6,14:00,15:00,0,0,1,2
698,ATB307(26),4,7,15:00,16:00,0,0,1,4
699,ATB307(26),4,8,16:00,17:00,0,0,1,3
700,ATB307(26),4,9,17:00,18:00,0,0,1,3
701,ATB307(26),4,10,18:00,19:00,0,0,1,4
702,ATB307(26),4,11,18:30,21:30,1,0,1,4
703,ATB307(26),5,1,9:00,10:00,1,1,1,1
704,ATB307(26),5,2,10:00,11:00,1,1,1,1
705,ATB307(26),5,3,11:00,12:00,1,1,1,1
706,ATB307(26),5,4,12:00,13:00,1,1,1,2
707,ATB307(26),5,5,13:00,14:00,0,0,1,2
708,ATB307(26),5,6,14:00,15:00,0,0,1,2
709,ATB307(26),5,7,15:00,16:00,0,0,1,4
710,ATB307(26),5,8,16:00,17:00,1,1,1,3
711,ATB307(26),5,9,17:00,18:00,1,1,1,3
712,ATB307(26),5,10,18:00,19:00,1,1,1,4
713,ATB307(26),5,11,18:30,21:30,1,0,1,4
714,ATB307(26),6,1,9:00,10:00,0,0,1,1
715,ATB307(26),6,2,10:00,11:00,0,0,1,1
716,ATB307(26),6,3,11:00,12:00,0,0,1,1
717,ATB307(26),6,4,12:00,13:00,0,0,1,2
718,ATB307(26),6,5,13:00,14:00,1,0,1,2
719,ATB307(26),6,6,14:00,15:00,0,0,1,2
720,ATB307(26),6,7,15:00,16:00,0,0,1,4
721,ATB307(26),6,8,16:00,17:00,0,0,1,3
722,ATB307(26),6,9,17:00,18:00,1,1,1,3
723,ATB307(26),6,10,18:00,19:00,0,0,1,4
724,ATB307(26),6,11,18:30,21:30,0,0,1,4
725,ATB310(25 )B,1,1,9:00,10:00,1,1,1,1
726,ATB310(25 )B,1,2,10:00,11:00,1,1,1,1
727,ATB310(25 )B,1,3,11:00,12:00,1,1,1,1
728,ATB310(25 )B,1,4,12:00,13:00,1,1,1,2
729,ATB310(25 )B,1,5,13:00,14:00,1,0,1,2
730,ATB310(25 )B,1,6,14:00,15:00,1,1,1,2
731,ATB310(25 )B,1,7,15:00,16:00,1,1,1,4
732,ATB310(25 )B,1,8,16:00,17:00,1,1,1,3
733,ATB310(25 )B,1,9,17:00,18:00,1,1,1,3
734,ATB310(25 )B,1,10,18:00,19:00,1,0,1,4
735,ATB310(25 )B,1,11,18:30,21:30,0,0,1,4
736,ATB310(25 )B,2,1,9:00,10:00,1,1,1,1
737,ATB310(25 )B,2,2,10:00,11:00,1,1,1,1
738,ATB310(25 )B,2,3,11:00,12:00,1,1,1,1
739,ATB310(25 )B,2,4,12:00,13:00,1,0,1,2
740,ATB310(25 )B,2,5,13:00,14:00,0,0,1,2
741,ATB310(25 )B,2,6,14:00,15:00,1,1,1,2
742,ATB310(25 )B,2,7,15:00,16:00,1,1,1,4
743,ATB310(25 )B,2,8,16:00,17:00,1,1,1,3
744,ATB310(25 )B,2,9,17:00,18:00,1,0,1,3
745,ATB310(25 )B,2,10,18:00,19:00,0,0,1,4
746,ATB310(25 )B,2,11,18:30,21:30,1,1,1,4
747,ATB310(25 )B,3,1,9:00,10:00,0,0,1,1
748,ATB310(25 )B,3,2,10:00,11:00,0,0,1,1
749,ATB310(25 )B,3,3,11:00,12:00,1,1,1,1
750,ATB310(25 )B,3,4,12:00,13:00,1,1,1,2
751,ATB310(25 )B,3,5,13:00,14:00,0,0,1,2
752,ATB310(25 )B,3,6,14:00,15:00,0,0,1,2
753,ATB310(25 )B,3,7,15:00,16:00,0,0,1,4
754,ATB310(25 )B,3,8,16:00,17:00,1,1,1,3
755,ATB310(25 )B,3,9,17:00,18:00,1,1,1,3
756,ATB310(25 )B,3,10,18:00,19:00,1,1,1,4
757,ATB310(25 )B,3,11,18:30,21:30,1,1,1,4
758,ATB310(25 )B,4,1,9:00,10:00,1,0,1,1
759,ATB310(25 )B,4,2,10:00,11:00,1,1,1,1
760,ATB310(25 )B,4,3,11:00,12:00,1,1,1,1
761,ATB310(25 )B,4,4,12:00,13:00,1,0,1,2
762,ATB310(25 )B,4,5,13:00,14:00,0,0,1,2
763,ATB310(25 )B,4,6,14:00,15:00,0,0,1,2
764,ATB310(25 )B,4,7,15:00,16:00,0,0,1,4
765,ATB310(25 )B,4,8,16:00,17:00,0,0,1,3
766,ATB310(25 )B,4,9,17:00,18:00,1,1,1,3
767,ATB310(25 )B,4,10,18:00,19:00,1,1,1,4
768,ATB310(25 )B,4,11,18:30,21:30,1,1,1,4
769,ATB310(25 )B,5,1,9:00,10:00,1,1,1,1
770,ATB310(25 )B,5,2,10:00,11:00,1,1,1,1
771,ATB310(25 )B,5,3,11:00,12:00,1,1,1,1
772,ATB310(25 )B,5,4,12:00,13:00,1,1,1,2
773,ATB310(25 )B,5,5,13:00,14:00,1,1,1,2
774,ATB310(25 )B,5,6,14:00,15:00,1,1,1,2
775,ATB310(25 )B,5,7,15:00,16:00,0,0,1,4
776,ATB310(25 )B,5,8,16:00,17:00,0,0,1,3
777,ATB310(25 )B,5,9,17:00,18:00,0,0,1,3
778,ATB310(25 )B,5,10,18:00,19:00,1,1,1,4
779,ATB310(25 )B,5,11,18:30,21:30,1,1,1,4
780,ATB310(25 )B,6,1,9:00,10:00,1,1,1,1
781,ATB310(25 )B,6,2,10:00,11:00,0,0,1,1
782,ATB310(25 )B,6,3,11:00,12:00,0,0,1,1
783,ATB310(25 )B,6,4,12:00,13:00,0,0,1,2
784,ATB310(25 )B,6,5,13:00,14:00,0,0,1,2
785,ATB310(25 )B,6,6,14:00,15:00,0,0,1,2
786,ATB310(25 )B,6,7,15:00,16:00,0,0,1,4
787,ATB310(25 )B,6,8,16:00,17:00,1,0,1,3
788,ATB310(25 )B,6,9,17:00,18:00,0,0,1,3
789,ATB310(25 )B,6,10,18:00,19:00,0,0,1,4
790,ATB310(25 )B,6,11,18:30,21:30,0,0,1,4
791,ATB310(25) A,1,1,9:00,10:00,1,1,1,1
792,ATB310(25) A,1,2,10:00,11:00,1,1,1,1
793,ATB310(25) A,1,3,11:00,12:00,1,1,1,1
794,ATB310(25) A,1,4,12:00,13:00,1,1,1,2
795,ATB310(25) A,1,5,13:00,14:00,1,1,1,2
796,ATB310(25) A,1,6,14:00,15:00,1,1,1,2
797,ATB310(25) A,1,7,15:00,16:00,0,0,1,4
798,ATB310(25) A,1,8,16:00,17:00,0,0,1,3
799,ATB310(25) A,1,9,17:00,18:00,1,0,1,3
800,ATB310(25) A,1,10,18:00,19:00,1,1,1,4
801,ATB310(25) A,1,11,18:30,21:30,1,1,1,4
802,ATB310(25) A,2,1,9:00,10:00,1,1,1,1
803,ATB310(25) A,2,2,10:00,11:00,1,1,1,1
804,ATB310(25) A,2,3,11:00,12:00,1,1,1,1
805,ATB310(25) A,2,4,12:00,13:00,1,1,1,2
806,ATB310(25) A,2,5,13:00,14:00,0,0,1,2
807,ATB310(25) A,2,6,14:00,15:00,0,0,1,2
808,ATB310(25) A,2,7,15:00,16:00,0,0,1,4
809,ATB310(25) A,2,8,16:00,17:00,1,1,1,3
810,ATB310(25) A,2,9,17:00,18:00,1,0,1,3
811,ATB310(25) A,2,10,18:00,19:00,1,0,1,4
812,ATB310(25) A,2,11,18:30,21:30,1,1,1,4
813,ATB310(25) A,3,1,9:00,10:00,1,1,1,1
814,ATB310(25) A,3,2,10:00,11:00,1,1,1,1
815,ATB310(25) A,3,3,11:00,12:00,1,1,1,1
816,ATB310(25) A,3,4,12:00,13:00,1,1,1,2
817,ATB310(25) A,3,5,13:00,14:00,1,0,1,2
818,ATB310(25) A,3,6,14:00,15:00,1,1,1,2
819,ATB310(25) A,3,7,15:00,16:00,1,1,1,4
820,ATB310(25) A,3,8,16:00,17:00,1,0,1,3
821,ATB310(25) A,3,9,17:00,18:00,1,1,1,3
822,ATB310(25) A,3,10,18:00,19:00,1,1,1,4
823,ATB310(25) A,3,11,18:30,21:30,1,1,1,4
824,ATB310(25) A,4,1,9:00,10:00,0,0,1,1
825,ATB310(25) A,4,2,10:00,11:00,0,0,1,1
826,ATB310(25) A,4,3,11:00,12:00,1,1,1,1
827,ATB310(25) A,4,4,12:00,13:00,1,1,1,2
828,ATB310(25) A,4,5,13:00,14:00,1,1,1,2
829,ATB310(25) A,4,6,14:00,15:00,1,1,1,2
830,ATB310(25) A,4,7,15:00,16:00,0,0,1,4
831,ATB310(25) A,4,8,16:00,17:00,0,0,1,3
832,ATB310(25) A,4,9,17:00,18:00,1,1,1,3
833,ATB310(25) A,4,10,18:00,19:00,1,1,1,4
834,ATB310(25) A,4,11,18:30,21:30,0,0,1,4
835,ATB310(25) A,5,1,9:00,10:00,1,1,1,1
836,ATB310(25) A,5,2,10:00,11:00,1,1,1,1
837,ATB310(25) A,5,3,11:00,12:00,1,1,1,1
838,ATB310(25) A,5,4,12:00,13:00,1,1,1,2
839,ATB310(25) A,5,5,13:00,14:00,1,1,1,2
840,ATB310(25) A,5,6,14:00,15:00,1,1,1,2
841,ATB310(25) A,5,7,15:00,16:00,1,1,1,4
842,ATB310(25) A,5,8,16:00,17:00,1,1,1,3
843,ATB310(25) A,5,9,17:00,18:00,1,1,1,3
844,ATB310(25) A,5,10,18:00,19:00,1,1,1,4
845,ATB310(25) A,5,11,18:30,21:30,1,1,1,4
846,ATB310(25) A,6,1,9:00,10:00,0,0,1,1
847,ATB310(25) A,6,2,10:00,11:00,0,0,1,1
848,ATB310(25) A,6,3,11:00,12:00,0,0,1,1
849,ATB310(25) A,6,4,12:00,13:00,0,0,1,2
850,ATB310(25) A,6,5,13:00,14:00,0,0,1,2
851,ATB310(25) A,6,6,14:00,15:00,1,1,1,2
852,ATB310(25) A,6,7,15:00,16:00,0,0,1,4
853,ATB310(25) A,6,8,16:00,17:00,0,0,1,3
854,ATB310(25) A,6,9,17:00,18:00,0,0,1,3
855,ATB310(25) A,6,10,18:00,19:00,0,0,1,4
856,ATB310(25) A,6,11,18:30,21:30,0,0,1,4
857,ATB311(26),1,1,9:00,10:00,1,1,1,1
858,ATB311(26),1,2,10:00,11:00,1,1,1,1
859,ATB311(26),1,3,11:00,12:00,1,1,1,1
860,ATB311(26),1,4,12:00,13:00,1,1,1,2
861,ATB311(26),1,5,13:00,14:00,0,0,1,2
862,ATB311(26),1,6,14:00,15:00,0,0,1,2
863,ATB311(26),1,7,15:00,16:00,0,0,1,4
864,ATB311(26),1,8,16:00,17:00,1,1,1,3
865,ATB311(26),1,9,17:00,18:00,1,1,1,3
866,ATB311(26),1,10,18:00,19:00,1,1,1,4
867,ATB311(26),1,11,18:30,21:30,1,1,1,4
868,ATB311(26),2,1,9:00,10:00,1,1,1,1
869,ATB311(26),2,2,10:00,11:00,1,1,1,1
870,ATB311(26),2,3,11:00,12:00,1,1,1,1
871,ATB311(26),2,4,12:00,13:00,1,1,1,2
872,ATB311(26),2,5,13:00,14:00,0,0,1,2
873,ATB311(26),2,6,14:00,15:00,0,0,1,2
874,ATB311(26),2,7,15:00,16:00,1,1,1,4
875,ATB311(26),2,8,16:00,17:00,1,1,1,3
876,ATB311(26),2,9,17:00,18:00,0,0,1,3
877,ATB311(26),2,10,18:00,19:00,1,1,1,4
878,ATB311(26),2,11,18:30,21:30,1,1,1,4
879,ATB311(26),3,1,9:00,10:00,1,1,1,1
880,ATB311(26),3,2,10:00,11:00,1,1,1,1
881,ATB311(26),3,3,11:00,12:00,1,0,1,1
882,ATB311(26),3,4,12:00,13:00,1,0,1,2
883,ATB311(26),3,5,13:00,14:00,1,1,1,2
884,ATB311(26),3,6,14:00,15:00,1,1,1,2
885,ATB311(26),3,7,15:00,16:00,1,1,1,4
886,ATB311(26),3,8,16:00,17:00,1,1,1,3
887,ATB311(26),3,9,17:00,18:00,0,0,1,3
888,ATB311(26),3,10,18:00,19:00,0,0,1,4
889,ATB311(26),3,11,18:30,21:30,1,1,1,4
890,ATB311(26),4,1,9:00,10:00,0,0,1,1
891,ATB311(26),4,2,10:00,11:00,0,0,1,1
892,ATB311(26),4,3,11:00,12:00,1,1,1,1
893,ATB311(26),4,4,12:00,13:00,1,0,1,2
894,ATB311(26),4,5,13:00,14:00,1,1,1,2
895,ATB311(26),4,6,14:00,15:00,1,1,1,2
896,ATB311(26),4,7,15:00,16:00,0,0,1,4
897,ATB311(26),4,8,16:00,17:00,1,1,1,3
898,ATB311(26),4,9,17:00,18:00,1,1,1,3
899,ATB311(26),4,10,18:00,19:00,1,0,1,4
900,ATB311(26),4,11,18:30,21:30,1,1,1,4
901,ATB311(26),5,1,9:00,10:00,0,0,1,1
902,ATB311(26),5,2,10:00,11:00,0,0,1,1
903,ATB311(26),5,3,11:00,12:00,1,1,1,1
904,ATB311(26),5,4,12:00,13:00,1,1,1,2
905,ATB311(26),5,5,13:00,14:00,1,1,1,2
906,ATB311(26),5,6,14:00,15:00,1,0,1,2
907,ATB311(26),5,7,15:00,16:00,1,1,1,4
908,ATB311(26),5,8,16:00,17:00,1,1,1,3
909,ATB311(26),5,9,17:00,18:00,1,0,1,3
910,ATB311(26),5,10,18:00,19:00,1,0,1,4
911,ATB311(26),5,11,18:30,21:30,1,1,1,4
912,ATB311(26),6,1,9:00,10:00,0,0,1,1
913,ATB311(26),6,2,10:00,11:00,0,0,1,1
914,ATB311(26),6,3,11:00,12:00,0,0,1,1
915,ATB311(26),6,4,12:00,13:00,0,0,1,2
916,ATB311(26),6,5,13:00,14:00,0,0,1,2
917,ATB311(26),6,6,14:00,15:00,1,1,1,2
918,ATB311(26),6,7,15:00,16:00,0,0,1,4
919,ATB311(26),6,8,16:00,17:00,0,0,1,3
920,ATB311(26),6,9,17:00,18:00,0,0,1,3
921,ATB311(26),6,10,18:00,19:00,0,0,1,4
922,ATB311(26),6,11,18:30,21:30,0,0,1,4
923,ATB312(26),1,1,9:00,10:00,1,1,1,1
924,ATB312(26),1,2,10:00,11:00,1,1,1,1
925,ATB312(26),1,3,11:00,12:00,1,0,1,1
926,ATB312(26),1,4,12:00,13:00,1,1,1,2
927,ATB312(26),1,5,13:00,14:00,1,1,1,2
